386607,,,358840,,,331269,,,170149,,,98375,,
x1,x2,y,x1,x2,y,x1,x2,y,x1,x2,y,x1,x2,y
5.17,5℃,0,5.17,5℃,0,5.17,5℃,0,5.17,5℃,0,5.17,5℃,0
5.17,10℃,0,5.17,10℃,0,5.17,10℃,0,5.17,10℃,0,5.17,10℃,0
5.17,15℃,0,5.17,15℃,0,5.17,15℃,0,5.17,15℃,0,5.17,15℃,0
5.17,20℃,0,5.17,20℃,0,5.17,20℃,0,5.17,20℃,0,5.17,20℃,0
5.17,25℃,0,5.17,25℃,0,5.17,25℃,0,5.17,25℃,0,5.17,25℃,8.6
5.17,30℃,0,5.17,30℃,0,5.17,30℃,0,5.17,30℃,0,5.17,30℃,9.7
5.17,35℃,0,5.17,35℃,0,5.17,35℃,0,5.17,35℃,0,5.17,35℃,9.8
5.17,40℃,0,5.17,40℃,0,5.17,40℃,0,5.17,40℃,0,5.17,40℃,0
5.18,5℃,0,5.18,5℃,0,5.18,5℃,0,5.18,5℃,0,5.18,5℃,0
5.18,10℃,0,5.18,10℃,0,5.18,10℃,0,5.18,10℃,0,5.18,10℃,0
5.18,15℃,0,5.18,15℃,0,5.18,15℃,0,5.18,15℃,0,5.18,15℃,7.8
5.18,20℃,9.7,5.18,20℃,0,5.18,20℃,0,5.18,20℃,0,5.18,20℃,11
5.18,25℃,10.2,5.18,25℃,7.1,5.18,25℃,9.4,5.18,25℃,9.8,5.18,25℃,18.2
5.18,30℃,9.2,5.18,30℃,0,5.18,30℃,9.1,5.18,30℃,7.9,5.18,30℃,18.9
5.18,35℃,0,5.18,35℃,0,5.18,35℃,0,5.18,35℃,0,5.18,35℃,17
5.18,40℃,0,5.18,40℃,0,5.18,40℃,0,5.18,40℃,0,5.18,40℃,0
5.19,5℃,0,5.19,5℃,0,5.19,5℃,0,5.19,5℃,0,5.19,5℃,0
5.19,10℃,0,5.19,10℃,0,5.19,10℃,0,5.19,10℃,0,5.19,10℃,7.3
5.19,15℃,9.7,5.19,15℃,7.2,5.19,15℃,8.7,5.19,15℃,0,5.19,15℃,12.5
5.19,20℃,11.3,5.19,20℃,8.5,5.19,20℃,9.8,5.19,20℃,9,5.19,20℃,16.2
5.19,25℃,13.4,5.19,25℃,11.1,5.19,25℃,14,5.19,25℃,12.9,5.19,25℃,27.3
5.19,30℃,12,5.19,30℃,8,5.19,30℃,10.2,5.19,30℃,12.9,5.19,30℃,27.4
5.19,35℃,0,5.19,35℃,0,5.19,35℃,0,5.19,35℃,0,5.19,35℃,20.1
5.19,40℃,0,5.19,40℃,0,5.19,40℃,0,5.19,40℃,0,5.19,40℃,0
5.2,5℃,0,5.2,5℃,0,5.2,5℃,0,5.2,5℃,0,5.2,5℃,7.5
5.2,10℃,8.9,5.2,10℃,0,5.2,10℃,8.2,5.2,10℃,0,5.2,10℃,9.3
5.2,15℃,12.8,5.2,15℃,9.9,5.2,15℃,9.5,5.2,15℃,9.1,5.2,15℃,16.7
5.2,20℃,13.2,5.2,20℃,12,5.2,20℃,13.4,5.2,20℃,9.4,5.2,20℃,22.8
5.2,25℃,18.3,5.2,25℃,15.4,5.2,25℃,18.3,5.2,25℃,19.1,5.2,25℃,40.1
5.2,30℃,13.3,5.2,30℃,9.6,5.2,30℃,13.3,5.2,30℃,18.9,5.2,30℃,38
5.2,35℃,0,5.2,35℃,0,5.2,35℃,0,5.2,35℃,0,5.2,35℃,25.3
5.2,40℃,0,5.2,40℃,0,5.2,40℃,0,5.2,40℃,0,5.2,40℃,0
5.21,5℃,0,5.21,5℃,0,5.21,5℃,0,5.21,5℃,0,5.21,5℃,0
5.21,10℃,0,5.21,10℃,0,5.21,10℃,0,5.21,10℃,0,5.21,10℃,0
5.21,15℃,0,5.21,15℃,0,5.21,15℃,0,5.21,15℃,0,5.21,15℃,0
5.21,20℃,0,5.21,20℃,0,5.21,20℃,0,5.21,20℃,0,5.21,20℃,0
5.21,25℃,0,5.21,25℃,0,5.21,25℃,0,5.21,25℃,0,5.21,25℃,0
5.21,30℃,0,5.21,30℃,0,5.21,30℃,0,5.21,30℃,0,5.21,30℃,0
5.21,35℃,0,5.21,35℃,0,5.21,35℃,0,5.21,35℃,0,5.21,35℃,0
5.21,40℃,0,5.21,40℃,0,5.21,40℃,0,5.21,40℃,0,5.21,40℃,0
5.22,5℃,0,5.22,5℃,0,5.22,5℃,0,5.22,5℃,0,5.22,5℃,0
5.22,10℃,0,5.22,10℃,0,5.22,10℃,0,5.22,10℃,0,5.22,10℃,0
5.22,15℃,0,5.22,15℃,0,5.22,15℃,0,5.22,15℃,0,5.22,15℃,0
5.22,20℃,0,5.22,20℃,0,5.22,20℃,0,5.22,20℃,0,5.22,20℃,0
5.22,25℃,0,5.22,25℃,0,5.22,25℃,0,5.22,25℃,0,5.22,25℃,0
5.22,30℃,0,5.22,30℃,0,5.22,30℃,0,5.22,30℃,0,5.22,30℃,0
5.22,35℃,0,5.22,35℃,0,5.22,35℃,0,5.22,35℃,0,5.22,35℃,0
5.22,40℃,0,5.22,40℃,0,5.22,40℃,0,5.22,40℃,0,5.22,40℃,0
5.23,5℃,5.6,5.23,5℃,3.3,5.23,5℃,0,5.23,5℃,0,5.23,5℃,7.2
5.23,10℃,11.5,5.23,10℃,10.1,5.23,10℃,9.6,5.23,10℃,9.3,5.23,10℃,14.5
5.23,15℃,16.6,5.23,15℃,14.2,5.23,15℃,18.2,5.23,15℃,11.4,5.23,15℃,27.2
5.23,20℃,20.5,5.23,20℃,19,5.23,20℃,21.7,5.23,20℃,17,5.23,20℃,40.7
5.23,25℃,25.4,5.23,25℃,26,5.23,25℃,27.9,5.23,25℃,29.6,5.23,25℃,69.9
5.23,30℃,23.2,5.23,30℃,14.4,5.23,30℃,17.2,5.23,30℃,27.2,5.23,30℃,66.2
5.23,35℃,6.9,5.23,35℃,0,5.23,35℃,0,5.23,35℃,0,5.23,35℃,32.1
5.23,40℃,0,5.23,40℃,0,5.23,40℃,0,5.23,40℃,0,5.23,40℃,0
5.24,5℃,6,5.24,5℃,7.8,5.24,5℃,3.9,5.24,5℃,0,5.24,5℃,7.7
5.24,10℃,13,5.24,10℃,11.6,5.24,10℃,10.5,5.24,10℃,9.2,5.24,10℃,15.8
5.24,15℃,18.7,5.24,15℃,16.6,5.24,15℃,20.2,5.24,15℃,14.1,5.24,15℃,30.6
5.24,20℃,22.5,5.24,20℃,22.8,5.24,20℃,24.3,5.24,20℃,20.8,5.24,20℃,46.3
5.24,25℃,28.8,5.24,25℃,29.7,5.24,25℃,30.2,5.24,25℃,31.7,5.24,25℃,81.3
5.24,30℃,25.4,5.24,30℃,16.9,5.24,30℃,18,5.24,30℃,23.8,5.24,30℃,75
5.24,35℃,7.8,5.24,35℃,0,5.24,35℃,0,5.24,35℃,0,5.24,35℃,35.3
5.24,40℃,0,5.24,40℃,0,5.24,40℃,0,5.24,40℃,0,5.24,40℃,0
5.25,5℃,9.1,5.25,5℃,7.8,5.25,5℃,6.4,5.25,5℃,0,5.25,5℃,8.2
5.25,10℃,13.9,5.25,10℃,12.6,5.25,10℃,13.4,5.25,10℃,9.2,5.25,10℃,17.3
5.25,15℃,20.2,5.25,15℃,17.1,5.25,15℃,21.5,5.25,15℃,16,5.25,15℃,34.4
5.25,20℃,22.8,5.25,20℃,23.9,5.25,20℃,25.1,5.25,20℃,23.7,5.25,20℃,52.4
5.25,25℃,32.4,5.25,25℃,31.6,5.25,25℃,32.5,5.25,25℃,34.4,5.25,25℃,85.1
5.25,30℃,26.2,5.25,30℃,17.8,5.25,30℃,18.9,5.25,30℃,26.1,5.25,30℃,80.3
5.25,35℃,10.4,5.25,35℃,0,5.25,35℃,0,5.25,35℃,0,5.25,35℃,36.6
5.25,40℃,0,5.25,40℃,0,5.25,40℃,0,5.25,40℃,0,5.25,40℃,0
5.26,5℃,9.4,5.26,5℃,8.9,5.26,5℃,6.6,5.26,5℃,0,5.26,5℃,8.1
5.26,10℃,14.4,5.26,10℃,13.2,5.26,10℃,15.1,5.26,10℃,9.4,5.26,10℃,18.1
5.26,15℃,21.3,5.26,15℃,18.3,5.26,15℃,23.3,5.26,15℃,18,5.26,15℃,36.7
5.26,20℃,23.9,5.26,20℃,26,5.26,20℃,26.8,5.26,20℃,25.8,5.26,20℃,57.1
5.26,25℃,36.1,5.26,25℃,35,5.26,25℃,36.1,5.26,25℃,37,5.26,25℃,87
5.26,30℃,29.1,5.26,30℃,18.6,5.26,30℃,20.3,5.26,30℃,26.9,5.26,30℃,85
5.26,35℃,11.7,5.26,35℃,0,5.26,35℃,0,5.26,35℃,8.3,5.26,35℃,37.1
5.26,40℃,0,5.26,40℃,0,5.26,40℃,0,5.26,40℃,0,5.26,40℃,0
5.27,5℃,9.8,5.27,5℃,9.8,5.27,5℃,6.5,5.27,5℃,0,5.27,5℃,8.4
5.27,10℃,15.2,5.27,10℃,14.1,5.27,10℃,16.6,5.27,10℃,9.6,5.27,10℃,19.5
5.27,15℃,22.6,5.27,15℃,22,5.27,15℃,24.7,5.27,15℃,20.6,5.27,15℃,40.7
5.27,20℃,25.7,5.27,20℃,28.5,5.27,20℃,27.9,5.27,20℃,28.4,5.27,20℃,64
5.27,25℃,39.8,5.27,25℃,36.5,5.27,25℃,40.3,5.27,25℃,37.5,5.27,25℃,88
5.27,30℃,30,5.27,30℃,20.8,5.27,30℃,20.8,5.27,30℃,29.7,5.27,30℃,86
5.27,35℃,12.3,5.27,35℃,0,5.27,35℃,0,5.27,35℃,8.3,5.27,35℃,39.8
5.27,40℃,0,5.27,40℃,0,5.27,40℃,0,5.27,40℃,0,5.27,40℃,0
5.3,5℃,10.2,5.3,5℃,10.9,5.3,5℃,8.9,5.3,5℃,0,5.3,5℃,8.7
5.3,10℃,17,5.3,10℃,17.5,5.3,10℃,19.6,5.3,10℃,9.6,5.3,10℃,21.8
5.3,15℃,26.3,5.3,15℃,27.5,5.3,15℃,28.8,5.3,15℃,28.6,5.3,15℃,50
5.3,20℃,30.5,5.3,20℃,35.3,5.3,20℃,33.4,5.3,20℃,34.5,5.3,20℃,77
5.3,25℃,51.5,5.3,25℃,43,5.3,25℃,48,5.3,25℃,42,5.3,25℃,88
5.3,30℃,38,5.3,30℃,24.7,5.3,30℃,24.8,5.3,30℃,36.8,5.3,30℃,87
5.3,35℃,14.7,5.3,35℃,0,5.3,35℃,0,5.3,35℃,13.4,5.3,35℃,44.1
5.3,40℃,0,5.3,40℃,0,5.3,40℃,0,5.3,40℃,0,5.3,40℃,0
6.1,5℃,10.7,6.1,5℃,11.6,6.1,5℃,9.2,6.1,5℃,0,6.1,5℃,8.9
6.1,10℃,17.8,6.1,10℃,19.4,6.1,10℃,21.6,6.1,10℃,10,6.1,10℃,23.7
6.1,15℃,29.3,6.1,15℃,30.5,6.1,15℃,31.5,6.1,15℃,33.8,6.1,15℃,52.3
6.1,20℃,37,6.1,20℃,43,6.1,20℃,38.5,6.1,20℃,38.4,6.1,20℃,85
6.1,25℃,61.8,6.1,25℃,48,6.1,25℃,53,6.1,25℃,49,6.1,25℃,86
6.1,30℃,41,6.1,30℃,30.5,6.1,30℃,28,6.1,30℃,42,6.1,30℃,87
6.1,35℃,16.7,6.1,35℃,0,6.1,35℃,0,6.1,35℃,17.5,6.1,35℃,52
6.1,40℃,0,6.1,40℃,0,6.1,40℃,0,6.1,40℃,0,6.1,40℃,0
